"0x003D","0x00D1","Lockheed Martin Corp","mx98715/25","i740 PCI"
"0x1113","0x9211","Accton Technology Corporation","EN-1207D","Fast Ethernet Adapter"
"0x1113","0x9511","Accton Technology Corporation","en5251be","0250tabgv27065.1"
"0x1113","0x9876","Accton Technology Corporation","EN5251BE","Ethernet Controller/ drivers"
"0x1114","0x0506","Atmel Corp.","AT76C506","802.11b Wireless Network Adaptor"
"0x1114","0x3202","Atmel Corp.","AT97SC3202","TPM - Trusted Platform Module"
"0x1116","0x0022","Data Translation, Inc.","DT3001",""
"0x1116","0x0023","Data Translation, Inc.","DT3002",""
"0x1116","0x0024","Data Translation, Inc.","DT3003",""
"0x1116","0x0025","Data Translation, Inc.","DT3004",""
"0x1116","0x0026","Data Translation, Inc.","Dt3005",""
"0x1116","0x0027","Data Translation, Inc.","DT3001-PGL",""
"0x1116","0x0028","Data Translation, Inc.","DT3003-PGL",""
"0x1117","0x9500","Datacube Inc.","","max-lc SVGA card"
"0x1117","0x9501","Datacube Inc.","","MaxPCI image processing board"
"0x1119","0x0000","ICP vortex Computersysteme GmbH","GDT6000/6020/6050","PCI SCSI RAID Controller"
"0x1119","0x0001","ICP vortex Computersysteme GmbH","GDT6000/6010","PCI 1-channel SCSI RAID Controller"
"0x1119","0x0002","ICP vortex Computersysteme GmbH","GDT6110/6510","PCI 1-channel SCSI RAID Controller"
"0x1119","0x0003","ICP vortex Computersysteme GmbH","GDT6120/6520","PCI 2-channel SCSI RAID Controller"
"0x1119","0x0004","ICP vortex Computersysteme GmbH","GDT6530","PCI 3-channel SCSI RAID Controller"
"0x1119","0x0005","ICP vortex Computersysteme GmbH","GDT6550","PCI 5-channel SCSI RAID Controller"
"0x1119","0x0006","ICP vortex Computersysteme GmbH","GDT6117/6517","Wide Ultra SCSI Controller"
"0x1119","0x0007","ICP vortex Computersysteme GmbH","GDT6127/6527","Wide Ultra SCSI Controller"
"0x1119","0x0008","ICP vortex Computersysteme GmbH","GDT6537","Wide Ultra SCSI Controller"
"0x1119","0x0009","ICP vortex Computersysteme GmbH","GDT6557/6557-ECC","Wide Ultra SCSI Controller"
"0x1119","0x000A","ICP vortex Computersysteme GmbH","GDT6115/6515","Ultra SCSI Controller"
"0x1119","0x000B","ICP vortex Computersysteme GmbH","GDT6125/6525","Wide SCSI Controller"
"0x1119","0x000C","ICP vortex Computersysteme GmbH","GDT6535","Wide SCSI Controller"
"0x1119","0x000D","ICP vortex Computersysteme GmbH","GDT6555/6555-ECC","Wide SCSI Controller"
"0x1119","0x0100","ICP vortex Computersysteme GmbH","GDT6117RP/6517RP","2 Channel Wide Ultra SCSI"
"0x1119","0x0101","ICP vortex Computersysteme GmbH","GDT6127RP/6527RP","Wide Ultra SCSI HBA"
"0x1119","0x0102","ICP vortex Computersysteme GmbH","GDT6537RP","Wide Ultra SCSI HBA"
"0x1119","0x0103","ICP vortex Computersysteme GmbH","GDT6557RP","Wide Ultra SCSI HBA"
"0x1119","0x0104","ICP vortex Computersysteme GmbH","GDT6111RP/6511RP","Ultra SCSI HBA"
"0x1119","0x0105","ICP vortex Computersysteme GmbH","GDT6121RP/6521RP","Ultra SCSI HBA"
"0x1119","0x0110","ICP vortex Computersysteme GmbH","GDT6117RD/6517RD","Wide Ultra SCSI HBA"
"0x1119","0x0111","ICP vortex Computersysteme GmbH","GDT6127RD/6527RD","Wide Ultra SCSI HBA"
"0x1119","0x0112","ICP vortex Computersysteme GmbH","GDT6537RD","Wide Ultra SCSI HBA"
"0x1119","0x0113","ICP vortex Computersysteme GmbH","GDT6557RD","Wide Ultra SCSI HBA"
"0x1119","0x0114","ICP vortex Computersysteme GmbH","GDT6111RD/6511RD","Ultra SCSI HBA"
"0x1119","0x0115","ICP vortex Computersysteme GmbH","GDT6127RD/6527RD","Ultra SCSI HBA"
"0x1119","0x0118","ICP vortex Computersysteme GmbH","GDT6x18RD","Wide Ultra2 SCSI HBA"
"0x1119","0x0119","ICP vortex Computersysteme GmbH","GDT6x28RD","Wide Ultra2 SCSI HBA"
"0x1119","0x011A","ICP vortex Computersysteme GmbH","GDT6538RD/6638RD","Wide Ultra2 SCSI HBA"
"0x1119","0x011B","ICP vortex Computersysteme GmbH","GDT6558RD/6658RD","Wide Ultra2 SCSI HBA"
"0x1119","0x0120","ICP vortex Computersysteme GmbH","GDT6117RP2/6517RP2",""
"0x1119","0x0121","ICP vortex Computersysteme GmbH","GDT6127RP2/6527RP2",""
"0x1119","0x0122","ICP vortex Computersysteme GmbH","GDT6537RP2",""
"0x1119","0x0123","ICP vortex Computersysteme GmbH","GDT6557RP2",""
"0x1119","0x0124","ICP vortex Computersysteme GmbH","GDT6111RP2/6511RP2",""
"0x1119","0x0125","ICP vortex Computersysteme GmbH","GDT6127RP2/6527RP2",""
"0x1119","0x0136","ICP vortex Computersysteme GmbH","GDT 6x13RS",""
"0x1119","0x0137","ICP vortex Computersysteme GmbH","GDT 6x23RS","Disk Array Controller"
"0x1119","0x0138","ICP vortex Computersysteme GmbH","GDT 6x18RS",""
"0x1119","0x0139","ICP vortex Computersysteme GmbH","GDT 6x28RS",""
"0x1119","0x013A","ICP vortex Computersysteme GmbH","GDT 6x38RS",""
"0x1119","0x013B","ICP vortex Computersysteme GmbH","GDT 6x58RS",""
"0x1119","0x013C","ICP vortex Computersysteme GmbH","GDT 6x33RS",""
"0x1119","0x013D","ICP vortex Computersysteme GmbH","GDT 6x43RS",""
"0x1119","0x013E","ICP vortex Computersysteme GmbH","GDT 6x53RS",""
"0x1119","0x013F","ICP vortex Computersysteme GmbH","GDT 6x63RS",""
"0x1119","0x0166","ICP vortex Computersysteme GmbH","GDT 7x13RN",""
"0x1119","0x0167","ICP vortex Computersysteme GmbH","GDT 7x23RN",""
"0x1119","0x0168","ICP vortex Computersysteme GmbH","GDT7x18RN","64-bit PCI Wide Untra2 SCSI HBA"
"0x1119","0x0169","ICP vortex Computersysteme GmbH","GDT7x28RN","64-bit PCI Wide Ultra2 SCSI HBA"
"0x1119","0x016A","ICP vortex Computersysteme GmbH","GDT7538RN/7638RN","64-bit PCI Wide Ultra2 SCSI HBA"
"0x1119","0x016B","ICP vortex Computersysteme GmbH","GDT7558RN/7658RN","64-bit PCI Wide Ultra2 SCSI HBA"
"0x1119","0x016C","ICP vortex Computersysteme GmbH","GDT 7x33RN",""
"0x1119","0x016D","ICP vortex Computersysteme GmbH","GDT 7x43RN",""
"0x1119","0x016E","ICP vortex Computersysteme GmbH","GDT 7x53RN",""
"0x1119","0x016F","ICP vortex Computersysteme GmbH","GDT 7x63RN",""
"0x1119","0x01D6","ICP vortex Computersysteme GmbH","GDT 4x13RZ",""
"0x1119","0x01D7","ICP vortex Computersysteme GmbH","GDT 4x23RZ",""
"0x1119","0x01F6","ICP vortex Computersysteme GmbH","GDT 8x13RZ",""
"0x1119","0x01F7","ICP vortex Computersysteme GmbH","GDT 8x23RZ",""
"0x1119","0x01FC","ICP vortex Computersysteme GmbH","GDT 8x33RZ",""
"0x1119","0x01FD","ICP vortex Computersysteme GmbH","GDT 8x43RZ",""
"0x1119","0x01FE","ICP vortex Computersysteme GmbH","GDT 8x53RZ",""
"0x1119","0x01FF","ICP vortex Computersysteme GmbH","GDT 8x63RZ",""
"0x1119","0x0210","ICP vortex Computersysteme GmbH","GDT6519RD/6619RD","Fibre Channel HBA"
"0x1119","0x0211","ICP vortex Computersysteme GmbH","GDT6529RD/6629RD","Fibre Channel HBA"
"0x1119","0x0260","ICP vortex Computersysteme GmbH","GDT7519RN/7619RN","64-bit PCI Fibre Channel HBA"
"0x1119","0x0261","ICP vortex Computersysteme GmbH","GDT7529RN/7629RN","64-bit PCI Fibre Channel HBA"
"0x1119","0x0300","ICP vortex Computersysteme GmbH","GDT Rx",""
"0x111A","0x0000","Efficent Networks","155P-MF1",""
"0x111A","0x0002","Efficent Networks","166P-MF1",""
"0x111A","0x0003","Efficent Networks","ENI-25P","ATM Adapter"
"0x111C","0x0001","Tricord Systems Inc.","","Powerbus Bridge"
"0x111D","0x0001","Integrated Device Technology Inc.","IDT77201/211","NICStAR ATM Adapter"
"0x111D","0x0003","Integrated Device Technology Inc.","IDT77222/252","MICRO ABR SAR PCI ATM Controller"
"0x111D","0x0004","Integrated Device Technology Inc.","IDT77V252","MICRO ABR SAR PCI ATM Controller"
"0x111F","0x4A47","Precision Digital Images","Precision MX","Video engine interface"
"0x111F","0x5243","Precision Digital Images","","Frame Capture Bus Interface"
"0x1127","0x0200","FORE Systems","FireRunner PCA-200","ATM"
"0x1127","0x0210","FORE Systems","PCA-200PC","ATM"
"0x1127","0x0250","FORE Systems","","ATM"
"0x1127","0x0300","FORE Systems","PCA-200E","ATM adapter"
"0x1127","0x0310","FORE Systems","","ATM"
"0x1127","0x0400","FORE Systems","ForeRunner HE","ATM Adapter"
"0x112E","0x0000","Infomedia","","EIDE/hdd and IDE/cd-rom Ctrlr"
"0x112E","0x000B","Infomedia","","EIDE/hdd and IDE/cd-rom Ctrlr"
"0x1131","0x1201","Philips Semiconductors","PTD3000","VPN IPSEC coprocessor"
"0x1131","0x1234","Philips Semiconductors","","EHCI USB 2.0 Controller"
"0x1131","0x1301","Philips Semiconductors","PTD3210","SSL Accelerator"
"0x1131","0x1562","Philips Semiconductors","ISP1561","EHCI USB 2.0 Controller"
"0x1131","0x2780","Philips Semiconductors","TDA2780AQ","TV deflection controller"
"0x1131","0x3400","Philips Semiconductors","UCB1500","Modem"
"0x1131","0x3401","Philips Semiconductors","UCB1500","Multimedia Audio Device"
"0x1131","0x5400","Philips Semiconductors","TriMedia TM1000/1100","Multimedia processor"
"0x1131","0x5402","Philips Semiconductors","TriMedia TM-1300","Media Processor"
"0x1131","0x7130","Philips Semiconductors","SAA7130HL","Multi Media Capture Device"
"0x1131","0x7133","Philips Semiconductors","Philips SAA7135HL","Multi Media Capture Device"
"0x1131","0x7134","Philips Semiconductors","SAA7134HL","Multi Media Capture Device"
"0x1131","0x7145","Philips Semiconductors","SAA7145","Multimedia PCI Bridge"
"0x1131","0x7146","Philips Semiconductors","i845E","Multi Media Bridge Scaler"
"0x1131","0x9730","Philips Semiconductors","SAA9730","Ethernet controller"
"0x1133","0x7711","Eicon Networks Corporation","EiconCard C91",""
"0x1133","0x7901","Eicon Networks Corporation","EiconCard S90",""
"0x1133","0x7902","Eicon Networks Corporation","",""
"0x1133","0x7911","Eicon Networks Corporation","",""
"0x1133","0x7912","Eicon Networks Corporation","",""
"0x1133","0x7941","Eicon Networks Corporation","",""
"0x1133","0x7942","Eicon Networks Corporation","",""
"0x1133","0x7943","Eicon Networks Corporation","","EiconCard S94"
"0x1133","0x7944","Eicon Networks Corporation","","EiconCard S94"
"0x1133","0xB921","Eicon Networks Corporation","",""
"0x1133","0xB922","Eicon Networks Corporation","",""
"0x1133","0xB923","Eicon Networks Corporation","","EiconCard P92"
"0x1133","0xE001","Eicon Networks Corporation","DIVA Pro 2.0 S/T",""
"0x1133","0xE002","Eicon Networks Corporation","DIVA 2.0 S/T",""
"0x1133","0xE003","Eicon Networks Corporation","DIVA Pro 2.0 U",""
"0x1133","0xE004","Eicon Networks Corporation","DIVA 2.0 U",""
"0x1133","0xE005","Eicon Networks Corporation","DIVA 2.01 S/T","Eicon ISDN card using Siemens IPAC chip"
"0x1133","0xE00B","Eicon Networks Corporation","DIVA ISDN 2.02 PCI","Eicon ISDN card using Infineon chip"
"0x1133","0xE010","Eicon Networks Corporation","Maestra","DIVA Server BRI-2M"
"0x1133","0xE012","Eicon Networks Corporation","MaestraQ","DIVA Server BRI-8M"
"0x1133","0xE013","Eicon Networks Corporation","MaestraQ-U","DIVA Server 4BRI/PCI"
"0x1133","0xE014","Eicon Networks Corporation","MaestraP","DIVA Server PRI-30M"
"0x1133","0xE015","Eicon Networks Corporation","","Diva Server PRI-30M PCI v.2"
"0x1133","0xE018","Eicon Networks Corporation","","DIVA Server BRI-2M/-2F"
"0x1134","0x0001","Mercury Computer Systems Inc.","","Raceway Bridge"
"0x1134","0x0002","Mercury Computer Systems Inc.","DPRB","Dual PCI to RapidIO Bridge"
"0x1135","0x0001","Fuji Xerox Co Ltd","","Printer Cntrlr"
"0x1138","0x8905","Ziatech Corporation","8905","STD 32 Bridge"
"0x113C","0x0000","Cyclone Microsystems Inc.","PCI9060","i960 Bridge"
"0x113C","0x0001","Cyclone Microsystems Inc.","PCI9060","i960 Bridge / Evaluation Platform"
"0x113C","0x0911","Cyclone Microsystems Inc.","PCI911","i960Jx I/O Controller"
"0x113C","0x0912","Cyclone Microsystems Inc.","PCI912","i960Cx I/O Controller"
"0x113C","0x0913","Cyclone Microsystems Inc.","PCI913","i960Hx I/O Controller"
"0x113C","0x0914","Cyclone Microsystems Inc.","PCI914","I/O Controller with secondary PCI bus"
"0x113F","0x0808","Equinox Systems","SST-64P","Adapter"
"0x113F","0x1010","Equinox Systems","SST-128P","Adapter"
"0x113F","0x80C0","Equinox Systems","",""
"0x113F","0x80C4","Equinox Systems","",""
"0x113F","0x80C8","Equinox Systems","",""
"0x113F","0x8888","Equinox Systems","",""
"0x113F","0x9090","Equinox Systems","",""
"0x1141","0x0001","Crest Microsystem Inc","","EIDE/ATAPI super adapter"
"0x1142","0x3210","Alliance Semiconductor","ProMotion 3210","VGA/AVI Playback Accelerator"
"0x1142","0x6410","Alliance Semiconductor","6410 6422","GUI Accelerator"
"0x1142","0x6412","Alliance Semiconductor","","GUI Accelerator"
"0x1142","0x6420","Alliance Semiconductor","","GUI Accelerator"
"0x1142","0x6422","Alliance Semiconductor","Provideo 6422","ProMotion-6422"
"0x1142","0x6424","Alliance Semiconductor","ProVideo 6424","ProMotion AT24 GUI Accelerator"
"0x1142","0x6425","Alliance Semiconductor","ProMotion AT25","0752 20005"
"0x1142","0x6426","Alliance Semiconductor","","GUI Accelerator"
"0x1142","0x643D","Alliance Semiconductor","AT25","ProMotion-AT3D"
"0x1142","0x9876","Alliance Semiconductor","ProMotion AT25","139K76B 9808"
"0x1142","3210","Alliance Semiconductor","9809","139K76B"
"0x1144","0x0001","Cincinnati Milacron","","Noservo Cntrlr"
"0x1145","0xF)21","Workbit Corp","????","HDCClassName="
"0x1145","0xF020","Workbit Corp","","CardBus ATAPI Host Adapter"
"0x1147","0x1123","Interface Corp","123","131dq"
"0x1148","0x4000","Marvell Semiconductor Germany GmbH","SK-NET","FDDI adapter"
"0x1148","0x4200","Marvell Semiconductor Germany GmbH","","Token Ring Adapter"
"0x1148","0x4300","Marvell Semiconductor Germany GmbH","SysKonnect Genesis","SK-NET Gigabit Ethernet Adapter"
"0x1148","0x4320","Marvell Semiconductor Germany GmbH","Marvell Yukon","SysKonnect Gigabit Ethernet SK-98xx Version 2.0"
"0x1148","0x9000","Marvell Semiconductor Germany GmbH","Marvell Yukon II PCI-X","PCI-X 10/100/1000Base-T Server"
"0x1148","0x9E00","Marvell Semiconductor Germany GmbH","Marvell Yukon EC","PCI Express 10/100/1000Base-T Desktop"
"0x114A","0x5565","VMIC","VMIPCI-5565","Ultrahigh-Speed Fiber-Optics Reflective Memory w/ Interrupts"
"0x114A","0x5579","VMIC","VMIPCI-5579","Reflective Memory Card"
"0x114A","0x5588","VMIC","VMICPCI5588","VMICPCI5588 Reflective Memory Card"
"0x114A","0x6504","VMIC","","Timer/SRAM FPGA"
"0x114A","0x7587","VMIC","VMIVME-7587",""
"0x114D","0x2189","IC Corporation","0x1002114D","PCTel HSP56 PCI Modem"
"0x114F","0x0002","Digi International","AccelePort EPC",""
"0x114F","0x0003","Digi International","RightSwitch SE-6",""
"0x114F","0x0004","Digi International","AccelePort Xem",""
"0x114F","0x0005","Digi International","AccelePort Xr",""
"0x114F","0x0006","Digi International","AccelePort C/X",""
"0x114F","0x0007","Digi International","DataFire PCI 1 S/T","Digi Data Fire PCI 1 S/T"
"0x114F","0x0009","Digi International","AccelePort Xr/J",""
"0x114F","0x000A","Digi International","AccelePort EPC/J",""
"0x114F","0x000C","Digi International","DataFirePRIme T1",""
"0x114F","0x000D","Digi International","SyncPort","X.25/FR 2-port"
"0x114F","0x0011","Digi International","AccelePort8r EIA-232",""
"0x114F","0x0012","Digi International","AccelePort8r EIA-422",""
"0x114F","0x0013","Digi International","AccelePort Xr",""
"0x114F","0x0014","Digi International","AccelePort8r EIA-422",""
"0x114F","0x0015","Digi International","AccelePort Xem",""
"0x114F","0x0016","Digi International","AccelePort EPC/X",""
"0x114F","0x0017","Digi International","AccelePort C/X",""
"0x114F","0x0019","Digi International","DataFire PCI 1 U",""
"0x114F","0x001A","Digi International","DataFirePRIme E1",""
"0x114F","0x001B","Digi International","AccelePort C/X (IBM)",""
"0x114F","0x001D","Digi International","DataFire RAS","T1/E1/PRI"
"0x114F","0x001F","Digi International","","ClydeNonCsu6034"
"0x114F","0x0020","Digi International","","ClydeNonCsu6032"
"0x114F","0x0021","Digi International","","ClydeNonCsu4"
"0x114F","0x0022","Digi International","","ClydeNonCsu2"
"0x114F","0x0023","Digi International","AccelePort RAS",""
"0x114F","0x0024","Digi International","DataFire RAS B4 ST/U",""
"0x114F","0x0026","Digi International","AccelePort 4r 920",""
"0x114F","0x0027","Digi International","AccelePort 8r 920",""
"0x114F","0x0029","Digi International","DigiClassic PCI",""
"0x114F","0x0034","Digi International","AccelePort 2r 920",""
"0x114F","0x0035","Digi International","DataFire DSP","T1/E1/PRI, Compact PCI"
"0x114F","0x0040","Digi International","AccelePort Xp",""
"0x114F","0x0042","Digi International","AccelePort 2p PCI",""
"0x114F","0x0070","Digi International","DataFire Micro V",""
"0x114F","0x0071","Digi International","DataFire Micro V",""
"0x114F","0x0072","Digi International","DataFire Micro V",""
"0x114F","0x0073","Digi International","DataFire Micro V",""
"0x114F","0x6001","Digi International","Avanstar",""
"0x1155","0x0810","Pine Technology Ltd","","486 CPU/PCI Bridge"
"0x1155","0x0922","Pine Technology Ltd","2838","Pentium CPU/PCI Bridge"
"0x1155","0x0926","Pine Technology Ltd","","PCI/ISA Bridge"
"0x1158","0x3011","Voarx R&D Inc","","Tokenet/vg 1001/10m anylan"
"0x1158","0x9050","Voarx R&D Inc","","Lanfleet/Truevalue"
"0x1158","0x9051","Voarx R&D Inc","","Lanfleet/Truevalue"
"0x1159","0x0001","Mutech","MV1000",""
"0x1159","0x0002","Mutech","MV-1500","Frame Grabber"
"0x115D","0x0003","Xircom","RBEM56G-100","Cardbus Ethernet 10/100+Modem 56"
"0x115D","0x0005","Xircom","","CardBus Ethernet 10/100"
"0x115D","0x0007","Xircom","","CardBus Ethernet 10/100"
"0x115D","0x000B","Xircom","","CardBus Ethernet 10/100"
"0x115D","0x000C","Xircom","MPCI 3A56GSP-100 PA","Mini-PCI V.90 56k Modem"
"0x115D","0x000F","Xircom","","CardBus Ethernet 10/100"
"0x115D","0x002b","Xircom","","Winmodem built into NEC Versa VXi"
"0x115D","0x0076","Xircom","","Xircom MPCI3B-56G (Lucent SCORPIO) Soft"
"0x115D","0x00d3","Xircom","2333333333333","Xircom MPCI Modem 56"
"0x115D","0x00D4","Xircom","MPCI","Modem 56k"
"0x115D","0x0101","Xircom","","CardBus 56k Modem"
"0x115D","0x0103","Xircom","","CardBus Ehternet + 56k Modem"
"0x1161","0x0001","PFU Ltd","","Host Bridge"
"0x1163","0x0001","Rendition Inc","Verite 1000","3D Blaster"
"0x1163","0x2000","Rendition Inc","Verite 2x00",""
"0x1165","0x0001","Imagraph Corporation","","Motion JPEG rec/play w/audio"
"0x1166","0x0005","Broadcom / ServerWorks","NB6536 (CNB20-LE)","PCI to PCI Bridge, bus/dev/func 0/0/1"
"0x1166","0x0006","Broadcom / ServerWorks","NB6536 (CNB20-HE)","Host Bridge, function 2 and function 3"
"0x1166","0x0007","Broadcom / ServerWorks","NB6635 (CNB20-LE/HE)","CPU to PCI Bridge"
"0x1166","0x0008","Broadcom / ServerWorks","NB6536 (CNB20-HE)","Hostbridge & MCH, bus/dev/func 0/0/0"
"0x1166","0x0009","Broadcom / ServerWorks","NB6536 (CNB20-LE)","AGP interface"
"0x1166","0x0010","Broadcom / ServerWorks","CIOB30",""
"0x1166","0x0011","Broadcom / ServerWorks","CMIC-HE",""
"0x1166","0x0012","Broadcom / ServerWorks","CMIC-LE",""
"0x1166","0x0013","Broadcom / ServerWorks","CNB20-HE","Hostbridge and MCH"
"0x1166","0x0014","Broadcom / ServerWorks","CNB20-HE","Host Bridge"
"0x1166","0x0015","Broadcom / ServerWorks","CMIC-GC","Hostbridge and MCH"
"0x1166","0x0016","Broadcom / ServerWorks","CMIC-GC","Host Bridge"
"0x1166","0x0017","Broadcom / ServerWorks","CMIC-SL",""
"0x1166","0x0101","Broadcom / ServerWorks","CIOB-X2",""
"0x1166","0x0103","Broadcom / ServerWorks","BCM5715","Broadcom dual gigabit, pci bridge"
"0x1166","0x0110","Broadcom / ServerWorks","CIOB-E","I/O Bridge with Gigabit Ethernet ServerWorks Grand Champion"
"0x1166","0x0200","Broadcom / ServerWorks","OSB4","PCI to ISA Bridge"
"0x1166","0x0201","Broadcom / ServerWorks","CSB5","ISA bridge"
"0x1166","0x0203","Broadcom / ServerWorks","CSB6","PCI to ISA Bridge"
"0x1166","0x0211","Broadcom / ServerWorks","OSB4","EIDE Controller"
"0x1166","0x0212","Broadcom / ServerWorks","CSB5","IDE interface"
"0x1166","0x0213","Broadcom / ServerWorks","OSB6","PCI EIDE Controller"
"0x1166","0x0217","Broadcom / ServerWorks","OSB6","PCI EIDE Controller (Tertiary)"
"0x1166","0x0220","Broadcom / ServerWorks","OSB4","OpenHCI Compliant USB Controller"
"0x1166","0x0221","Broadcom / ServerWorks","OSB6","OHCI Compliant USB Controller"
"0x1166","0x0225","Broadcom / ServerWorks","CSB5","PCI Bridge"
"0x1166","0x0227","Broadcom / ServerWorks","CSB6","PCI Bridge"
"0x1166","0x0230","Broadcom / ServerWorks","???","PCI to ISA bridge"
"0x1166","0x0241","Broadcom / ServerWorks","BC4852","8-Channel RAIDCore™ SATA RAID Host Bus Adapter"
"0x1169","0x0102","Centre f/Dev. of Adv. Computing","QL5032","32 Channel Digital Input Card Interface"
"0x1169","0x0202","Centre f/Dev. of Adv. Computing","QL5032","16 Channel Digital Output, 16 Channel Digital Input Interface"
"0x1169","0x0302","Centre f/Dev. of Adv. Computing","QL5032","32 Channel Analog Input Interface"
"0x1169","0x0402","Centre f/Dev. of Adv. Computing","QL5032","16 Channel Analog Output / Analog Input Interface"
"0x1169","0x0502","Centre f/Dev. of Adv. Computing","QL5232","8 Channel Timer Counter Interface"
"0x1169","0x0902","Centre f/Dev. of Adv. Computing","QL5232","PCI to TigerSHARC FPGA Interface"
"0x1169","0x2001","Centre f/Dev. of Adv. Computing","Ql5032-33APQ208C","PCI to C-DAC RTU bus interface FPGA"
"0x116A","0x6100","Polaris Communications","","Bus/Tag Channel"
"0x116A","0x6800","Polaris Communications","","Escon Channel"
"0x116A","0x7100","Polaris Communications","","Bus/Tag Channel"
"0x116A","0x7800","Polaris Communications","","Escon Channel"
"0x1172","0x0001","Altera Corporation","EPF6016ATC144-2","S CCA5000243A"
"0x1176","0x8474","SBE","42000133","Conexant Multichannel Synchronous Communications Controller (MUSYCC)"
"0x1178","0xAFA1","Alfa Inc","","Fast Ethernet"
"0x1179","0x0102","Toshiba America Info Systems","toshiba america info systems","Extended PCI IDE Controller"
"0x1179","0x0103","Toshiba America Info Systems","","Extended PCI IDE Controller Type-B"
"0x1179","0x01179","Toshiba America Info Systems","0x1179","pci communication device"
"0x1179","0x0404","Toshiba America Info Systems","",""
"0x1179","0x0406","Toshiba America Info Systems","Tecra","Video Capture device"
"0x1179","0x0407","Toshiba America Info Systems","",""
"0x1179","0x0601","Toshiba America Info Systems","","Toshiba CPU to PCI bridge"
"0x1179","0x0602","Toshiba America Info Systems","","PCI to ISA Bridge for Notebooks"
"0x1179","0x0603","Toshiba America Info Systems","ToPIC95","PCI to CardBus Bridge for Notebooks"
"0x1179","0x0604","Toshiba America Info Systems","","PCI to PCI Bridge for Notebooks"
"0x1179","0x0605","Toshiba America Info Systems","","PCI to ISA Bridge for Notebooks"
"0x1179","0x0606","Toshiba America Info Systems","","PCI to ISA Bridge for Notebooks"
"0x1179","0x0609","Toshiba America Info Systems","","PCI to PCI Bridge for Notebooks"
"0x1179","0x060A","Toshiba America Info Systems","ToPIC95B","Toshiba ToPIC95 CardBus Controller"
"0x1179","0x060F","Toshiba America Info Systems","ToPIC97","CardBus Controller"
"0x1179","0x0611","Toshiba America Info Systems","","PCI to ISA Bridge"
"0x1179","0x0617","Toshiba America Info Systems","ToPIC100","PCI to CardBus Bridge with ZV support"
"0x1179","0x0618","Toshiba America Info Systems","","CPU to PCI and PCI to ISA Bridge"
"0x1179","0x0701","Toshiba America Info Systems","vt82c693","PCI Communication Device"
"0x1179","0x0804","Toshiba America Info Systems","0x0804","Toshiba Smart Media Host Controller"
"0x1179","0x0805","Toshiba America Info Systems","VEN_1179&DEV_0805&SUBSYS_00011179&REV_03","SD Card Controller"
"0x1179","0x0D01","Toshiba America Info Systems","0x0D01","FIR Port Type-DO"
"0x1179","0x13A8","Toshiba America Info Systems","XR17C158/154/152","Multi-channel PCI UART"
"0x117B","0x8320","LG (Lucky Goldstar) Electronics Inc.","GCE-8320B","CD-R/RW Drive"
"0x117E","0x0001","T/R Systems","","Printer Host"
"0x1180","0x0592","Ricoh Company, Ltd.","unknown","Ricoh Memory Stick Host Controller"
"0x1180","0x0843","Ricoh Company, Ltd.","unknown","Ricoh MMC Host Controller"
"0x1180","0x0852","Ricoh Company, Ltd.","unknown","Ricoh xD-Picture Card Host Controller"
"0x1185","0x8929","Dataworld","","EIDE Controller"
"0x1186","0x0100","D-Link System Inc","D - link10038c","Ethernet Adapter"
"0x1186","0x1002","D-Link System Inc","DFE-550TX/580TX","Fast Ethernet Adapter"
"0x1186","0x1100","D-Link System Inc","","Fast Ethernet Adapter"
"0x1186","0x1300","D-Link System Inc","DL 10038C or 10038D (Remark of Realtek RTL-8139)","Fast Ethernet Adapter"
"0x1186","0x1301","D-Link System Inc","DFE-530TX","Fast Ethernet Adapter"
"0x1186","0x1340","D-Link System Inc","DFE-690TXD","CardBus PC Card"
"0x1186","0x1561","D-Link System Inc","DRP-32TXD","CardBus PC Card"
"0x1186","0x3065","D-Link System Inc","14001186","D-Link DFE-500Tx PCI fast Ethernet adapter Rev.A"
"0x1186","0x3106","D-Link System Inc","DFE 530TX rev E1","Fast Ethernet Adapter"
"0x1186","0x3300","D-Link System Inc","D-Link Air Wireless Network (DWL-G510)","IEEE 802.11g PCI card"
"0x1186","0x3b00","D-Link System Inc","0x3b001186","D-LINK DWL-650+"
"0x1186","0x4000","D-Link System Inc","DL2000","Gigabit Ethernet Adapter"
"0x1186","0x4001","D-Link System Inc","DFE-650TX","D Link Fast Ethernet PCMCIA Card"
"0x1186","0x4300","D-Link System Inc","dlg10028","Used on DGE-528T Gigabit adaptor"
"0x1186","0x4B01","D-Link System Inc","DGE-530T","Gigabit Ethernet Adapter"
"0x1186","0x4C00","D-Link System Inc","DGE-530T","Gigabit Ethernet Adapter"
"0x1189","0x1592","Matsushita Electronics","","VL/PCI Bridge"
"0x118C","0x0014","Corollary Inc","PCIB","C-bus II to PCI bus host bridge chip"
"0x118C","0x1117","Corollary Inc","MAC-94C201B3","Corollary/Intel Memory Controller Chip"
"0x118D","0x0001","BitFlow Inc","n/a","Raptor-PCI framegrabber"
"0x118D","0x0012","BitFlow Inc","Model 12","Road Runner Frame Grabber"
"0x118D","0x0014","BitFlow Inc","Model 14","Road Runner Frame Grabber"
"0x118D","0x0024","BitFlow Inc","Model 24","Road Runner Frame Grabber"
"0x118D","0x0044","BitFlow Inc","Model 44","Road Runner Frame Grabber"
