Número;Origen;Nombre del socio a mostrar en la factura;Nota albaran;Referencia;Agente/Nombre;Comercial;Fecha de Factura/Recibo;Líneas de factura/Producto;Líneas de factura/Producto/Nombre;Líneas de factura/Producto/Color;Líneas de factura/Producto/Valores de atributo;Líneas de factura/Producto/Atributos del producto;Líneas de factura/Producto/sku;Líneas de factura/Producto/Código de barras;Líneas de factura/Producto/Código HS;Líneas de factura/Producto/Categoría de producto;Líneas de factura/Producto/Extra Categories;Líneas de factura/Producto/Género;Líneas de factura/Cantidad;Líneas de factura/Precio unitario;Líneas de factura/Subtotal;Contacto;Contacto/Código de cliente;Contacto/ID;Contacto/NIF;Contacto/Nombre del padre;Equipo de ventas
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;KAZBEK;CERAMIC/DARK PURPLE;ONE;;IWAHD01137CR/DPONE;8434076360072;;A;BN;W;1;;5,90;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;OLCA;BLACK/FUXIA;XXL;;IWPPA00978BK/FXXXL;8434076316048;;P;PA;W;1;;35,03;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;OLCA;BLACK/FUXIA;3XL;;IWPPA00978BK/FX3XL;8434076315973;;P;PA;W;1;;35,03;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;OLCA;BLACK/LIGHT GREEN;XXL;;IWPPA00978BK/LGXXL;8434076316208;;P;PA;W;1;;35,03;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;OLCA;BLACK/PURPLE;XXL;;IWPPA00978BK/PPXXL;8434076316284;;P;PA;W;1;;35,03;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;KIRAT;PINK;ONE;;IUAHD00943PKONE;8434076311340;;A;NK;U;1;;5,90;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;BEAR;STONE;XXL;;IMPSH00395STXXL;8434076075150;;P;SH;M;1;;17,01;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;SOAR;TURQUOISE/LIGHT GREEN;S;;IWPSH00585TQ/LGS;8434076247090;;P;SH;W;1;;14,82;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;SOAR;DARK GREY;XS;;IWPSH00585DGXS;8434076190921;;P;SH;W;1;;11,95;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;CRIS;STONE;XL;;IWPPA00569STXL;8434076102351;;P;PA;W;1;;29,19;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;CRIS;FUXIA;M;;IWPPA00569FXM;8434076242842;;P;PA;W;1;;29,19;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;FERNI;LIGHT GREEN;XXL;;IWLPF00558LGXXL;8434076015736;;L;PF;W;1;;7,09;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;ESCORT;DARK GREY;M;;IMPPA00365DGM;8434076014456;;P;PA;M;1;;34,46;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;ELQUI;DARK GREY;XXL;;IMHJA00327DGXXL;8434076111292;;N;LL;M;1;;26,59;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;BREZEL;YELLOW;M;;IMRRN00809YWM;8434076284279;;R;RJ;M;1;;17,80;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;BETA;GREEN/FUXIA;L;;IMYPD00451GN/FXL;8434076276564;;Y;PD;W;1;;24,95;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;MICO;BLACK;ONE;;IUAHD00489BKONE;8434076055596;;A;NK;U;1;;3,95;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;AMAZON EU SARL SUCURSAL EN ESPAÑA;1294X3ZL;;AMAZON EU ;;2020-04-20;;BRIXEN;RED/BLACK;S;;IMWSF00430RD/BKS;8434076043036;;W;VW;M;1;;15,95;AMAZON EU SARL SUCURSAL EN ESPAÑA;43002059;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;NELION;ROYAL;M;;IMTTH00424RYM;8434076050829;;T;TH;M;1;;5,10;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;LAMDING;WHITE;M;;IUASO00498WHM;8434076135328;;A;SO;U;1;;3,67;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;ANAGA;BLACK;S;;IWTTH00598BKS;8434076041872;;T;TH;W;1;;5,83;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;ESPES;BLUE RIVER/DARK GREY/LG;L;;IMPPA00876BV/DGL;8434076296722;;P;PY;M;2;;66,54;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;KIRAT;BLUE;ONE;;IUAHD00943BLONE;8434076311333;;A;NK;U;1;;5,08;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;SOMKA;BLACK/FUXIA;S;;IWEPS01081BK/FXS;8434076357959;;E;PS;W;1;;20,48;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;SINDU;MINERAL RED/ORANGE;XL;;IMYPD00916MR/ORXL;8434076393520;;Y;PD;M;1;;30,75;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;CIMBIA;SKY BLUE/GREY;M;;IWUPU01058KY/GRM;8434076398860;;U;PU;W;1;;23,56;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;CADI KIDS;BLACK/FUXIA;14;;IKJPU00760BK/FX14;8434076409702;;J;HT;K;1;;15,35;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;TRADEINN RETAIL SERVICES SL;500413;;OUTLETINN;;2020-04-20;;TUCSON;MELANGE/BLACK;3XL;;IMUPU01364MG/BK3XL;8434076485744;;U;JA;M;1;;29,72;TRADEINN RETAIL SERVICES SL;43002197;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;STEM KIDS;FUXIA/PURPLE;12;;IKEPS00220FX/PP12;8434076053349;;E;PS;K;1;;16,11;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BORAH KIDS;.BLACK;14;;IKHJA00222BK14;8434076082752;;N;LL;K;1;;9,26;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ORIZABA KIDS;LIGHT GREEN;10;;IKPSH00263LG10;8434076164793;;P;SH;K;1;;8,05;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ORIZABA KIDS;LIGHT GREEN;12;;IKPSH00263LG12;8434076164809;;P;SH;K;2;;16,10;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ORIZABA KIDS;LIGHT GREEN;14;;IKPSH00263LG14;8434076164816;;P;SH;K;1;;8,05;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DADIA KIDS;GREY/FUXIA;10;;IKSTS00868GR/FX10;8434076295121;;S;TS;K;1;;5,37;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DADIA KIDS;GREY/FUXIA;12;;IKSTS00868GR/FX12;8434076295138;;S;TS;K;2;;10,74;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CREUS II KIDS;LIGHT GREEN;10;;IKSTS01393LG10;8434076493794;;S;TB;K;1;;3,22;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CREUS II KIDS;LIGHT GREEN;14;;IKSTS01393LG14;8434076493817;;S;TB;K;1;;3,22;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CREUS II KIDS;RED;8;;IKSTS01393RD8;8434076493886;;S;TB;K;1;;3,22;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CREUS II KIDS;ROYAL;6;;IKSTS01393RY6;8434076493923;;S;TB;K;1;;3,22;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CREUS II KIDS;ROYAL;10;;IKSTS01393RY10;8434076493893;;S;TB;K;2;;6,44;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AIDEN KIDS;BLUEMOON;10;;IKSTS01394BM10;8434076494340;;S;TS;K;1;;4,83;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AIDEN KIDS;FUXIA;10;;IKSTS01394FX10;8434076494395;;S;TS;K;1;;4,83;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AIDEN KIDS;FUXIA;12;;IKSTS01394FX12;8434076494401;;S;TS;K;1;;4,83;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AIDEN KIDS;WHITE;10;;IKSTS01394WH10;8434076494449;;S;TS;K;1;;4,83;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ADAIA II KIDS;PINK FLUOR;10;;IKSTS01395PF10;8434076494494;;S;TB;K;1;;3,76;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ADAIA II KIDS;PINK FLUOR;12;;IKSTS01395PF12;8434076494500;;S;TB;K;1;;3,76;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ADAIA II KIDS;PINK FLUOR;14;;IKSTS01395PF14;8434076494517;;S;TB;K;3;;11,28;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ADAIA II KIDS;PURPLE;10;;IKSTS01395PP10;8434076494548;;S;TB;K;1;;3,76;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ADAIA II KIDS;PURPLE;12;;IKSTS01395PP12;8434076494555;;S;TB;K;3;;11,28;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ADAIA II KIDS;PURPLE;14;;IKSTS01395PP14;8434076494562;;S;TB;K;1;;3,76;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ADAIA II KIDS;TURQUOISE;6;;IKSTS01395TQ6;8434076494623;;S;TB;K;1;;3,76;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;STUBEN KIDS;BLACK;6;;IKTTH00284BK6;8434076196039;;T;TH;K;1;;6,71;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;STUBEN KIDS;WHITE;6;;IKTTH00284WH6;8434076196237;;T;TH;K;1;;6,44;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ROGUE KIDS;ROYAL;12;;IKTTH00769RY12;8434076271323;;T;TH;K;1;;8,05;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;JASPER KIDS;ROYAL;S;;IKTTH00971RYS;8434076332208;;T;SM;K;1;;3,95;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BISLAMA KIDS;FUXIA;12;;IKWSF00285FX12;8434076001531;;W;S3;K;1;;17,45;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TAHOE KIDS;GREEN;12;;IKWSF00290GN12;8434076054452;;W;SF;K;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DOME;CAKI/ORANGE;35-37;;IMASO00299CK/OR35-37;8434076058818;;A;SO;M;1;;4,29;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DOME;CAKI/ORANGE;38-40;;IMASO00299CK/OR38-40;8434076058825;;A;SO;M;4;;17,16;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DOME;CAKI/ORANGE;41-43;;IMASO00299CK/OR41-43;8434076058832;;A;SO;M;7;;30,03;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DOME;CAKI/ORANGE;44-46;;IMASO00299CK/OR44-46;8434076058849;;A;SO;M;3;;12,87;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AMPRIU;BLACK/RED;XS;;IMDDW00306BK/RDXS;8434076041728;;Y;ML;M;1;;32,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AMPRIU;BLUEMOON/ORANGE;M;;IMDDW00306BM/ORM;8434076339290;;Y;ML;M;1;;32,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AMPRIU;BLUEMOON/ORANGE;XL;;IMDDW00306BM/ORXL;8434076339313;;Y;ML;M;1;;32,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;AMPRIU;BLUEMOON/ORANGE;XXL;;IMDDW00306BM/ORXXL;8434076339337;;Y;ML;M;1;;32,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALSEK;BLUE RIVER/DARK GREY;XL;;IMDDW00765BV/DGXL;8434076305318;;D;DW;M;2;;53,70;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALSEK;DARK GREY/YELOW;L;;IMDDW00765DG/YWL;8434076305332;;D;DW;M;2;;53,70;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALSEK;DARK GREY/YELOW;XL;;IMDDW00765DG/YWXL;8434076305363;;D;DW;M;2;;53,70;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MARBORE;BLUEMOON/GOLD HONEY;M;;IMDDW01088BM/GHM;8434076401836;;Y;PD;M;2;;48,34;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MARBORE;BLUEMOON/GOLD HONEY;3XL;;IMDDW01088BM/GH3XL;8434076401805;;Y;PD;M;2;;48,34;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MARBORE;BLUEMOON/ORANGE;L;;IMDDW01088BM/ORL;8434076360416;;Y;PD;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MARBORE;DARK GREY/YELLOW;M;;IMDDW01088DG/YWM;8434076360508;;Y;PD;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MARBORE;DARK GREY/YELLOW;4XL;;IMDDW01088DG/YW4XL;8434076360485;;Y;PD;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MARBORE;DARK GREEN/LIGHT GREEN;M;;IMDDW01088DN/LGM;8434076401911;;Y;PD;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MARBORE;DARK GREEN/LIGHT GREEN;L;;IMDDW01088DN/LGL;8434076401904;;Y;PD;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALTOR;BLACK;L;;IMEPS00319BKL;8434076042589;;E;PS;M;2;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;SHEEN;DARK GREY/ROYAL/LIGHT GREEN;M;;IMEPS00778DG/RYM;8434076273440;;E;PS;M;1;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;SHEEN;DARK GREY/ROYAL/LIGHT GREEN;L;;IMEPS00778DG/RYL;8434076273433;;E;PS;M;1;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;SHEEN;ROYAL/LIGHT GREEN/BLACK;S;;IMEPS00778RY/LGS;8434076273501;;E;PS;M;1;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;SHEEN;ROYAL/LIGHT GREEN/BLACK;M;;IMEPS00778RY/LGM;8434076273495;;E;PS;M;3;;62,46;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;SHEEN;ROYAL/LIGHT GREEN/BLACK;L;;IMEPS00778RY/LGL;8434076273488;;E;PS;M;2;;41,64;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GORNER;BLUEMOON/BLUE RIVER;S;;IMEPS00780BM/BVS;8434076403274;;E;PS;M;1;;10,41;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GORNER;BLUEMOON/BLUE RIVER;M;;IMEPS00780BM/BVM;8434076403267;;E;PS;M;3;;31,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GORNER;BLUEMOON/BLUE RIVER;L;;IMEPS00780BM/BVL;8434076403250;;E;PS;M;6;;62,46;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GORNER;RED/BLACK;M;;IMEPS00780RD/BKM;8434076273792;;E;PS;M;3;;31,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GORNER;RED/BLACK;L;;IMEPS00780RD/BKL;8434076273785;;E;PS;M;1;;10,41;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GORNER;ROYAL/LIGHT GREEN;M;;IMEPS00780RY/LGM;8434076273846;;E;PS;M;3;;31,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GORNER;ROYAL/LIGHT GREEN;XL;;IMEPS00780RY/LGXL;8434076273860;;E;PS;M;1;;10,41;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;KANJUT;BLACK/DARK GREY;M;;IMEPS01069BK/DGM;8434076349848;;E;PS;M;1;;15,61;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;KANJUT;BLACK/DARK GREY;L;;IMEPS01069BK/DGL;8434076349831;;E;PS;M;1;;15,61;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;KANJUT;BLACK/DARK GREY;XL;;IMEPS01069BK/DGXL;8434076349862;;E;PS;M;1;;15,61;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;KANJUT;BLUE RIVER/BLUE MOON;L;;IMEPS01069BV/BML;8434076349886;;E;PS;M;1;;15,61;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;KANJUT;RED/ORANGE;S;;IMEPS01069RD/ORS;8434076350004;;E;PS;M;2;;31,22;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CADIER;BLUE;44;;IMFFO00624BL44;8434076266275;;F;FO;M;1;;21,48;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CADIER;RED;43;;IMFFO00624RED43;8434076266381;;F;FO;M;2;;42,96;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CADIER;RED;44;;IMFFO00624RED44;8434076266398;;F;FO;M;1;;21,48;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/BLUE RIVER;42;;IMFFO00627BK/BV42;8434076536385;;F;FO;M;2;;46,84;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/BLUE RIVER;43;;IMFFO00627BK/BV43;8434076536392;;F;FO;M;2;;46,84;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/BLUE RIVER;44;;IMFFO00627BK/BV44;8434076536408;;F;FO;M;3;;70,26;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
